MONTH,COL#,COLUMN,SUM
Jun-25,93,LTA,5159886
Jun-25,94,SITE ALLOWANCE,3361236
Jun-25,95,PERFORMANCE ALLOWANCE,0
Jun-25,96,RELIEVING CHARGES,6026
Jun-25,97,MOBILE ALLOWANCE,10874
Jun-25,98,INCENTIVE ALLOWANCE,1578082
Jun-25,99,UNIFORM COST,5528508
Jun-25,100,FOOD ALLOWANCE,0
Jun-25,101,ADDITIONAL ALLOWANCE,62730
Jun-25,102,VEHICLE REIMB,9694670
Jun-25,103,MOBILE REIMB,4544986
Jun-25,104,TRANSPORT ALLOWANCE,16017920
Jun-25,105,NATIONAL HOLIDAY,11900
Jun-25,106,FIXED CONVENYANCE,14000
Jun-25,107,SERVICE WEIGHTAGE,102638
Jun-25,108,VARIABLE / PERFORMANCE LINKED INCENTIVE,60824
Jun-25,109,ATTENDACE AWARD,288508
Jun-25,110,OT AMOUNT,1776124
Jun-25,111,WEEKLY OFF,0
Jun-25,112,BASIC DA ARREARS,0
Jun-25,113,OTHER ARREARS,0
Jun-25,114,EXTRA OT,6000
Jun-25,115,TRAVELLING ALLOWANCE,10956018
Jun-25,116,PAID LEAVE,0
Jun-25,117,NATIONAL /FESTIVAL HOLIDAY,0
Jun-25,118,ATTENDANCE ALW,4935340
Jun-25,119,FESTIVAL HOLIDAY,0
Jun-25,120,GROSS AMT,318734469
Jun-25,121,PF,24904423
Jun-25,122,ESIC,1518775
Jun-25,123,PT,657648
Jun-25,124,LWF,170475
Jun-25,125,UNIFORM,0
Jun-25,126,ADVANCE,1681009
Jun-25,127,TDS,39300
Jun-25,128,EMPLOYEE WELFARE FUND,142650
Jun-25,129,OTHER DEDUCTION,864425
Jun-25,130,FOOD DEDUCTION,1635062
Jun-25,131,MOBILE DEDUCTION,0
Jun-25,132,PROFESSIONAL FEES,0
Jun-25,133,INSURANCE DEDUCTION,10062
Jun-25,134,FINE,0
Jun-25,135,ACCOMODATION,0
Jun-25,136,INSURANCE,40636
Jun-25,137,FLEXI DED,26435
Jun-25,138,FOOD DEDUCTIONS,575768
Jun-25,139,CONVEYANCE ALL DED,19500
Jun-25,140,LAUNDRY CHARGES,0
Jun-25,141,MEAL DEDUCTION,0
Jun-25,142,REFYNE ADVANCE,0
Jun-25,143,TOTALDEDUCTION,85795223
Jun-25,144,NETPAYABLE,232938693
Jun-25,145,BONUS_M,2319181
Jun-25,146,LEAVE_M,3567511
Jun-25,147,OT_M,9356342
Jun-25,148,OTESIC,48178
Jun-25,149,OTNET,9308164
Jun-25,150,FHAMOUNT,40714
Jun-25,151,FHESIC,295
Jun-25,152,FHNET,40419
Jun-25,153,PHAMOUNT,0
Jun-25,154,PHESIC,0
Jun-25,155,PHNET,0
Jun-25,156,PF COMPANY,26945569.5
Jun-25,157,ESIC COMPANY,6551456.800000001
Jun-25,158,LWF COMPANY,386052.25
Jun-25,159,LEAVE_PROVISION,2705474
Jun-25,160,BONUS_PROVISION,4056489
Jun-25,161,GRATUITY_PROVISION,4086
Jun-25,162,UNIFORM_PROVISION,0
Jun-25,163,ADMIN_FUND_PROVISION,0
Jun-25,164,PAID_HOLIDAY_PROVISION,0
Jun-25,165,CTC,305870041.54999995
Jun-25,166,BANK NAME AS PER EMPLOYEE,0
Jun-25,167,BANK BRANCH NAME AS PER EMPLOYEE,0
Jun-25,168,IFS CODE AS PER EMPLOYEE,0
Jun-25,169,BANK ACCOUNT NO AS PER EMPLOYEE,8171728985127466000
Jun-25,170,BANK NAME AS PER PAYMENT,0
Jun-25,171,BANK BRANCH NAME AS PER PAYMENT,0
Jun-25,172,IFS CODE AS PER PAYMENT,0
Jun-25,173,BANK ACCOUNT NO AS PER PAYMENT,7928175449359331000
Jun-25,174,PF NO,3550627498
Jun-25,175,ESIC NO,77902875625280
Jun-25,176,UAN NO,1868163575842870
Jun-25,177,LIN NO,0
Jun-25,178,SALARY STATUS,0
Jun-25,179,REMARK,0
Jun-25,180,AADHAR CARD,11310672939730480
Jun-25,181,ESIC_WCP,33085.5
Jun-25,182,SITEDIVISIONDAYS,494725
Jun-25,183,ESI SUB CODE,0
Jun-25,184,Division,0
Jun-25,185,REVISED_ATTENDANCE_ALLOWANCE,146603417
Jun-25,186,REVISED_BASIC,199200144
Jun-25,187,REVISED_DA,9203092
Jun-25,188,REVISED_GROSS,355006653
Jun-25,189,REVISED_PF,23319453
Jun-25,190,ESIC.1,1558822
Jun-25,191,OTHER_DEDUCTION,98198961.18999952
Jun-25,192,REVISED_TOTAL_DED,122068192.97999887
Jun-25,193,REVISED_NET_PAYABLE,232938693
Jun-25,194,RULE_APPLIED,0
Jun-25,195,IS_MAIN_PF,6
Jun-25,196,PT.1,0
Jun-25,197,LWF.1,0
Jun-25,198,UNIFORM.1,0
Jun-25,199,ADVANCE.1,0
Jun-25,200,TDS.1,0
Jun-25,201,EMPLOYEE WELFARE FUND.1,0
Jun-25,202,FOOD DEDUCTION.1,0
Jun-25,203,MOBILE DEDUCTION.1,0
Jun-25,204,PROFESSIONAL FEES.1,0
Jun-25,205,INSURANCE DEDUCTION.1,0
Jun-25,206,FINE.1,0
Jun-25,207,ACCOMODATION.1,0
Jun-25,208,INSURANCE.1,0
Jun-25,209,FLEXI DED.1,0
Jun-25,210,FOOD DEDUCTIONS.1,0
Jun-25,211,CONVEYANCE ALL DED.1,0
Jun-25,212,LAUNDRY CHARGES.1,0
Jun-25,213,MEAL DEDUCTION.1,0
Jun-25,214,REFYNE ADVANCE.1,0
Jun-25,215,ESIC AS PER FUTURE,1558878.837500001
Jun-25,216,12% OF REVISED_BASIC,25008388.32000013
Jun-25,217,DIFF (12%_PF vs REVISED_PF),1688935.3200000094
Jun-25,218,REVISED_%,201659.7070000009
Jun-25,219,NET_PAYABLE_DIFF,0
Jun-25,220,ADJ_WORKING_DAYS,437369.31332164776
Jun-25,221,MONTHLY_BD_PROJECTION,270932519.09000105
Jun-25,222,MONTHLY_GROSS_PROJECTION,589180111.9499993
Jun-25,223,RULE_075_RELAXED,0
Jun-25,224,_v3_BUILD_TS,0
Jun-25,225,GROSS_CAP_DELTA,12390169
Jun-25,226,M7_CAP_SKIPPED,1
Jun-25,227,_M7_BUILD_TS,0
Jun-25,228,M8_STATUS,0
Jun-25,229,M8_DELTA_APPLIED,24562189
Jun-25,232,STATUTORY_EXCL_TOTAL,2791542
Jun-25,233,EXTRA_EXCL,31646701
Jun-25,234,REVISED_GROSS_NEW (final),311862253.68666464
Jun-25,235,ESI_PCT_OF_GROSS_NEW,11867.62987860736
Jun-25,236,M8_TARGET_ESIC,2197595.8099999935
Jun-25,237,M8_DELTA_ESI,-638717.4700000084
Jun-25,238,M8_STATUS,0
Jun-25,239,NET_DRIFT,0
Jun-25,240,ECR_PF,23319453
Jun-25,241,ADJ_DAYS_OLD_M10,447873
Jun-25,242,MONTHLY_PROJ_BASIC_DA,270932519.09000105
Jun-25,243,REVISED_ATTENDANCE_ALLOW_END,128082138.02000001
Jun-25,244,TOTAL_GROSS_PAID,328165142.0199999
Jun-25,245,PROJECTED_NET_PAYABLE_FULL_MONTH,288248172.17000085
Jun-25,246,DIFF_NET_vs_PROJECTED,-55309479.17000023
Jun-25,247,IS_BPD_ADJUSTED,0
Jun-25,248,ESI 0.75% OF GROSS_NEW (LIVE),1587869
Jun-25,249,ESI DIFF (0.75%calc - REVISED_ESIC),-47014.83750000024
Jun-25,250,ESI_GN_TREATMENT,0
Jun-25,251,PROJECTED_GROSS_FULL_MONTH,442514743.92505205
Jun-25,252,PROJ_MINUS_GROSS_DIFF,111020896.70505592
Jun-25,253,FTE_TREATMENT,0
Jun-25,255,PROJ_REVISED_BD,270932519.09000105
Jun-25,256,PF_ECR_CHECK,0
Jun-25,257,HJ_NEW (=GG-HK),98555154.22000001
Jun-25,258,HI_NEW (=HJ_NEW-PF-ESI),73710724.59999993
Jun-25,260,REVISED_GROSS_NEW_FORMULA,257646391
Jul-25,1,MONTH,19163
Jul-25,2,ATTENDANCEDATE,0
Jul-25,3,MONTHATTENDANCEID,17444154246
Jul-25,4,BONUS_PAYINMONTHYEAR,105324177
Jul-25,5,BRANCHCODE,25
Jul-25,6,BRANCHNAME,0
Jul-25,7,CLIENTGROUPNAME,0
Jul-25,8,CUSTOMERLOCATIONCODE,2838462
Jul-25,9,SITECODE,59733493
Jul-25,10,SITENAME,0
Jul-25,11,SITESTATE,0
Jul-25,12,EMPOLDCODE,446867778287
Jul-25,13,EMPMASTERID,1217166818
Jul-25,14,EMPCODE,446867778287
Jul-25,15,FULLNAME,0
Jul-25,16,DOJ,0
Jul-25,17,DOB,0
Jul-25,18,GENDER,0
Jul-25,19,FATHER NAME,0
Jul-25,20,DESIGNATIONID,11232629
Jul-25,21,DESIGNATIONNAME,0
Jul-25,22,GROUPMASTERID,47431475
Jul-25,23,GROUP,0
Jul-25,24,DUTYID,39104
Jul-25,25,DUTYNAME,0
Jul-25,26,PF WAGES,213451992
Jul-25,27,ESI WAGES,208205695
Jul-25,28,NORMALDAYS,455642.556735916
Jul-25,29,WEEKLYOFF,855
Jul-25,30,PAIDHOLIDAY,0
Jul-25,31,FESTIVALHOLIDAY,6
Jul-25,32,OTDAYS,8387.97272851579
Jul-25,33,OTHOURS,49599.509993634216
Jul-25,34,SPLOTDAYS,0
Jul-25,35,SPLOTHOURS,13
Jul-25,36,PL_AVAILED,498.5
Jul-25,37,CL_AVAILED,102
Jul-25,38,SL_AVAILED,9
Jul-25,39,FIXED_BASIC,216203367.72
Jul-25,40,FIXED_DA,11179368
Jul-25,41,FIXED_HRA,26551488.849999826
Jul-25,42,FIXED_CONVEYENCE,892028
Jul-25,43,FIXED_WASHING ALLOWANCE,3639607.5199999996
Jul-25,44,FIXED_OTHER ALLOWANCE,9973682
Jul-25,45,FIXED_OVERTIME,59850
Jul-25,46,FIXED_LEAVE WITH WAGES,10688790.6
Jul-25,47,FIXED_EX-GRATIA,0
Jul-25,48,FIXED_CCA,6602
Jul-25,49,FIXED_EDUCATIONAL ALLOWANCE,135133
Jul-25,50,FIXED_MEDICAL ALLOWANCE,29350
Jul-25,51,FIXED_PAID HOLIDAY,146385
Jul-25,52,FIXED_SPL ALLOWANCE,1504592
Jul-25,53,FIXED_GRATUITY,10964
Jul-25,54,FIXED_BONUS,7398056.2199998675
Jul-25,55,FIXED_ATTIRE,0
Jul-25,56,FIXED_MEAL,1139.79
Jul-25,57,FIXED_LTA,68838
Jul-25,58,FIXED_SITE ALLOWANCE,1658013
Jul-25,59,FIXED_PERFORMANCE ALLOWANCE,0
Jul-25,60,FIXED_RELIEVING CHARGES,3347
Jul-25,61,FIXED_MOBILE ALLOWANCE,5886
Jul-25,62,FIXED_INCENTIVE ALLOWANCE,1036630
Jul-25,63,FIXED_UNIFORM COST,500
Jul-25,64,FIXED_FOOD ALLOWANCE,0
Jul-25,65,FIXED_ADDITIONAL ALLOWANCE,31556
Jul-25,66,FIXED_VEHICLE REIMB,6200
Jul-25,67,FIXED_MOBILE REIMB,9500
Jul-25,68,FIXED_TRANSPORT ALLOWANCE,0
Jul-25,69,FIXED_NATIONAL HOLIDAY,20353
Jul-25,70,FIXED_FIXED CONVENYANCE,7000
Jul-25,71,FIXED_SERVICE WEIGHTAGE,59095
Jul-25,72,FIXED_VARIABLE / PERFORMANCE LINKED INCENTIVE,33640
Jul-25,73,FIXED_ATTENDACE AWARD,168336
Jul-25,74,FIXEDGROSS,291529298.699996
Jul-25,75,BASIC,206953344
Jul-25,76,DA,9497616
Jul-25,77,HRA,22510630
Jul-25,78,CONVEYENCE,11249760
Jul-25,79,WASHING ALLOWANCE,9006417
Jul-25,80,OTHER ALLOWANCE,8461987
Jul-25,81,OVERTIME,38613
Jul-25,82,LEAVE WITH WAGES,8601088
Jul-25,83,EX-GRATIA,0
Jul-25,84,CCA,6543
Jul-25,85,EDUCATIONAL ALLOWANCE,132820
Jul-25,86,MEDICAL ALLOWANCE,27403
Jul-25,87,PAID HOLIDAY,48376
Jul-25,88,SPL ALLOWANCE,1385615
Jul-25,89,GRATUITY,9657
Jul-25,90,BONUS,6002394
Jul-25,91,ATTIRE,2334526
Jul-25,92,MEAL,1140
Jul-25,93,LTA,2360992
Jul-25,94,SITE ALLOWANCE,1657615
Jul-25,95,PERFORMANCE ALLOWANCE,0
Jul-25,96,RELIEVING CHARGES,2699
Jul-25,97,MOBILE ALLOWANCE,5886
Jul-25,98,INCENTIVE ALLOWANCE,882757
Jul-25,99,UNIFORM COST,2705308
Jul-25,100,FOOD ALLOWANCE,0
Jul-25,101,ADDITIONAL ALLOWANCE,31271
Jul-25,102,VEHICLE REIMB,4402370
Jul-25,103,MOBILE REIMB,2131269
Jul-25,104,TRANSPORT ALLOWANCE,7887373
Jul-25,105,NATIONAL HOLIDAY,18181
Jul-25,106,FIXED CONVENYANCE,7000
Jul-25,107,SERVICE WEIGHTAGE,50358
Jul-25,108,VARIABLE / PERFORMANCE LINKED INCENTIVE,32027
Jul-25,109,ATTENDACE AWARD,144686
Jul-25,110,OT AMOUNT,700282
Jul-25,111,WEEKLY OFF,0
Jul-25,112,BASIC DA ARREARS,0
Jul-25,113,OTHER ARREARS,0
Jul-25,114,EXTRA OT,3120
Jul-25,115,TRAVELLING ALLOWANCE,5323215
Jul-25,116,PAID LEAVE,0
Jul-25,117,NATIONAL /FESTIVAL HOLIDAY,0
Jul-25,118,ATTENDANCE ALW,3237913
Jul-25,119,FESTIVAL HOLIDAY,0
Jul-25,120,GROSS AMT,324186466
Jul-25,121,PF,25695497
Jul-25,122,ESIC,1569237
Jul-25,123,PT,681437.5
Jul-25,124,LWF,117332
Jul-25,125,UNIFORM,0
Jul-25,126,ADVANCE,1616467
Jul-25,127,TDS,39300
Jul-25,128,EMPLOYEE WELFARE FUND,144280
Jul-25,129,OTHER DEDUCTION,986205
Jul-25,130,FOOD DEDUCTION,1667607
Jul-25,131,MOBILE DEDUCTION,0
Jul-25,132,PROFESSIONAL FEES,0
Jul-25,133,INSURANCE DEDUCTION,9864
Jul-25,134,FINE,0
Jul-25,135,ACCOMODATION,0
Jul-25,136,INSURANCE,38367
Jul-25,137,FLEXI DED,27024
Jul-25,138,FOOD DEDUCTIONS,578770
Jul-25,139,CONVEYANCE ALL DED,19500
Jul-25,140,LAUNDRY CHARGES,0
Jul-25,141,MEAL DEDUCTION,0
Jul-25,142,REFYNE ADVANCE,0
Jul-25,143,TOTALDEDUCTION,83076087.5
Jul-25,144,NETPAYABLE,241110478
Jul-25,145,BONUS_M,2480319
Jul-25,146,LEAVE_M,3719703
Jul-25,147,OT_M,9215588
Jul-25,148,OTESIC,49027
Jul-25,149,OTNET,9166561
Jul-25,150,FHAMOUNT,10709
Jul-25,151,FHESIC,0
Jul-25,152,FHNET,10709
Jul-25,153,PHAMOUNT,0
Jul-25,154,PHESIC,0
Jul-25,155,PHNET,0
Jul-25,156,PF COMPANY,27800390.5
Jul-25,157,ESIC COMPANY,6769812.6000000015
Jul-25,158,LWF COMPANY,233618
Jul-25,159,LEAVE_PROVISION,2733925
Jul-25,160,BONUS_PROVISION,3993561
Jul-25,161,GRATUITY_PROVISION,4124
Jul-25,162,UNIFORM_PROVISION,0
Jul-25,163,ADMIN_FUND_PROVISION,0
Jul-25,164,PAID_HOLIDAY_PROVISION,0
Jul-25,165,CTC,315815249.0999999
Jul-25,166,BANK NAME AS PER EMPLOYEE,0
Jul-25,167,BANK BRANCH NAME AS PER EMPLOYEE,0
Jul-25,168,IFS CODE AS PER EMPLOYEE,0
Jul-25,169,BANK ACCOUNT NO AS PER EMPLOYEE,8313913754759345000
Jul-25,170,BANK NAME AS PER PAYMENT,0
Jul-25,171,BANK BRANCH NAME AS PER PAYMENT,0
Jul-25,172,IFS CODE AS PER PAYMENT,0
Jul-25,173,BANK ACCOUNT NO AS PER PAYMENT,8061658185901257000
Jul-25,174,PF NO,3621365820
Jul-25,175,ESIC NO,78129967651631
Jul-25,176,UAN NO,1893380347146751
Jul-25,177,LIN NO,0
Jul-25,178,SALARY STATUS,0
Jul-25,179,REMARK,0
Jul-25,180,AADHAR CARD,11445986329466818
Jul-25,181,ESIC_WCP,33486.25
Jul-25,182,SITEDIVISIONDAYS,512125
Jul-25,183,ESI SUB CODE,0
Jul-25,184,Division,0
Jul-25,185,ADJ_WORKING_DAYS,458048.6234015654
Jul-25,186,REVISED_BASIC,205332249
Jul-25,187,REVISED_DA,9465366
Jul-25,188,REVISED_GROSS,344517733
Jul-25,189,ECR_PF,23982900
Jul-25,190,REVISED_PF,23982900
Jul-25,191,OTHER_DEDUCTION,79769063.21999906
Jul-25,192,REVISED_TOTAL_DED,103407487.21999885
Jul-25,193,REVISED_NET_PAYABLE,241110478
Jul-25,194,NET_PAYABLE_DIFF,0
Jul-25,195,RULE_APPLIED,0
Jul-25,196,NOTES,0
Jul-25,197,%,215687.9854000037
Jul-25,198,remark,0
Jul-25,199,12% OF REVISED_BASIC,25775713.80000008
Jul-25,200,DIFF (12%_PF vs REVISED_PF),1792813.8000000066
Jul-25,201,ESIC.1,1524007
Jul-25,202,ESIC AS PER FUTURE,1524007
Jul-25,203,REVISED_ATTENDANCE_ALLOWANCE,129720116
Jul-25,204,MONTHLY_BD_PROJECTION,280519065.7499952
Jul-25,205,MONTHLY_GROSS_PROJECTION,563106353.7199916
Jul-25,206,CAPPING_ACTION,0
Jul-25,207,RULE_075_RELAXED,0
Jul-25,208,_v3_BUILD_TS,0
Jul-25,209,GROSS_CAP_DELTA,20230924
Jul-25,210,M7_CAP_SKIPPED,0
Jul-25,211,_M7_BUILD_TS,0
Jul-25,212,M8_STATUS,0
Jul-25,213,M8_DELTA_APPLIED,20940716
Jul-25,214,STATUTORY_EXCL_TOTAL,2951467
Jul-25,215,EXTRA_EXCL,33234370.33
Jul-25,216,REVISED_GROSS_NEW (final),300370600.33333236
Jul-25,217,ESI_PCT_OF_GROSS_NEW,12076.891191030954
Jul-25,218,M8_TARGET_ESIC,2137431.670000006
Jul-25,219,M8_DELTA_ESI,-613424.6700000017
Jul-25,220,M8_STATUS,0
Jul-25,221,NET_DRIFT,0
Jul-25,222,ADJ_DAYS_OLD_M10,476582
Jul-25,223,MONTHLY_PROJ_BASIC_DA,280519065.7499952
Jul-25,224,REVISED_ATTENDANCE_ALLOW_END,114462240.33
Jul-25,225,TOTAL_GROSS_PAID,321634405.33000004
Jul-25,226,PROJECTED_NET_PAYABLE_FULL_MONTH,294745338.38999826
Jul-25,227,DIFF_NET_vs_PROJECTED,-53634860.389999665
Jul-25,228,IS_BPD_ADJUSTED,0
Jul-25,229,ESI 0.75% OF GROSS_NEW (LIVE),1547724
Jul-25,230,ESI DIFF (0.75%calc - REVISED_ESIC),-36502
Jul-25,231,ESI_GN_TREATMENT,0
Jul-25,232,PROJECTED_GROSS_FULL_MONTH,446197512.37186795
Jul-25,233,PROJ_MINUS_GROSS_DIFF,123257622.04186432
Jul-25,234,FTE_TREATMENT,0
Jul-25,235,PROJ_REVISED_BD,280519065.7499952
Jul-25,236,PF_ECR_CHECK,0
Jul-25,237,HJ_NEW (=GG-HK),81821959.33
Jul-25,238,HI_NEW (=HJ_NEW-PF-ESI),56351436.33
Jul-25,240,REVISED_GROSS_NEW_FORMULA,297116503
Aug-25,1,MONTH,19428
Aug-25,2,ATTENDANCEDATE,0
Aug-25,3,MONTHATTENDANCEID,18073499805
Aug-25,4,BONUS_PAYINMONTHYEAR,105825265
Aug-25,5,BRANCHCODE,0
Aug-25,6,BRANCHNAME,0
Aug-25,7,CLIENTGROUPNAME,0
Aug-25,8,CUSTOMERLOCATIONCODE,2768486
Aug-25,9,SITECODE,61347995
Aug-25,10,SITENAME,0
Aug-25,11,SITESTATE,0
Aug-25,12,EMPOLDCODE,453862079255
Aug-25,13,EMPMASTERID,1252440469
Aug-25,14,EMPCODE,453862079255
Aug-25,15,FULLNAME,0
Aug-25,16,DOJ,0
Aug-25,17,DOB,0
Aug-25,18,GENDER,0
Aug-25,19,FATHER NAME,0
Aug-25,20,DESIGNATIONID,11227160
Aug-25,21,DESIGNATIONNAME,0
Aug-25,22,GROUPMASTERID,48591060
Aug-25,23,GROUP,0
Aug-25,24,DUTYID,39697
Aug-25,25,DUTYNAME,0
Aug-25,26,PF WAGES,209291100
Aug-25,27,ESI WAGES,204361081
Aug-25,28,NORMALDAYS,448240.52837116225
Aug-25,29,WEEKLYOFF,1169
Aug-25,30,PAIDHOLIDAY,2454.5
Aug-25,31,FESTIVALHOLIDAY,311
Aug-25,32,OTDAYS,9398.715455205736
Aug-25,33,OTHOURS,55419.80000371931
Aug-25,34,SPLOTDAYS,0
Aug-25,35,SPLOTHOURS,13
Aug-25,36,PL_AVAILED,497.5
Aug-25,37,CL_AVAILED,86
Aug-25,38,SL_AVAILED,21
Aug-25,39,FIXED_BASIC,219292859.82999998
Aug-25,40,FIXED_DA,11635764
Aug-25,41,FIXED_HRA,27443682.189999763
Aug-25,42,FIXED_CONVEYENCE,851900
Aug-25,43,FIXED_WASHING ALLOWANCE,3760298.4499999997
Aug-25,44,FIXED_OTHER ALLOWANCE,10282519
Aug-25,45,FIXED_OVERTIME,39900
Aug-25,46,FIXED_LEAVE WITH WAGES,11439619.53
Aug-25,47,FIXED_EX-GRATIA,0
Aug-25,48,FIXED_CCA,7481
Aug-25,49,FIXED_EDUCATIONAL ALLOWANCE,132133
Aug-25,50,FIXED_MEDICAL ALLOWANCE,32400
Aug-25,51,FIXED_PAID HOLIDAY,151323
Aug-25,52,FIXED_SPL ALLOWANCE,1454228
Aug-25,53,FIXED_GRATUITY,10242
Aug-25,54,FIXED_BONUS,7848273.529999845
Aug-25,55,FIXED_ATTIRE,0
Aug-25,56,FIXED_MEAL,1139.79
Aug-25,57,FIXED_LTA,66627
Aug-25,58,FIXED_SITE ALLOWANCE,1694506
Aug-25,59,FIXED_PERFORMANCE ALLOWANCE,0
Aug-25,60,FIXED_RELIEVING CHARGES,3347
Aug-25,61,FIXED_MOBILE ALLOWANCE,4386
Aug-25,62,FIXED_INCENTIVE ALLOWANCE,1458877
Aug-25,63,FIXED_UNIFORM COST,500
Aug-25,64,FIXED_FOOD ALLOWANCE,0
Aug-25,65,FIXED_ADDITIONAL ALLOWANCE,31228
Aug-25,66,FIXED_VEHICLE REIMB,6200
Aug-25,67,FIXED_MOBILE REIMB,9000
Aug-25,68,FIXED_TRANSPORT ALLOWANCE,0
Aug-25,69,FIXED_NATIONAL HOLIDAY,19875
Aug-25,70,FIXED_FIXED CONVENYANCE,7000
Aug-25,71,FIXED_SERVICE WEIGHTAGE,88925
Aug-25,72,FIXED_VARIABLE / PERFORMANCE LINKED INCENTIVE,43320
Aug-25,73,FIXED_ATTENDACE AWARD,174240
Aug-25,74,FIXEDGROSS,297991794.31999606
Aug-25,75,BASIC,202372277
Aug-25,76,DA,9351402
Aug-25,77,HRA,22602763
Aug-25,78,CONVEYENCE,10812073
Aug-25,79,WASHING ALLOWANCE,9034413
Aug-25,80,OTHER ALLOWANCE,8728914
Aug-25,81,OVERTIME,39900
Aug-25,82,LEAVE WITH WAGES,8904238
Aug-25,83,EX-GRATIA,0
Aug-25,84,CCA,6489
Aug-25,85,EDUCATIONAL ALLOWANCE,132023
Aug-25,86,MEDICAL ALLOWANCE,25275
Aug-25,87,PAID HOLIDAY,120160
Aug-25,88,SPL ALLOWANCE,1366819
Aug-25,89,GRATUITY,9557
Aug-25,90,BONUS,6109300
Aug-25,91,ATTIRE,1864085
Aug-25,92,MEAL,1140
Aug-25,93,LTA,1887411
Aug-25,94,SITE ALLOWANCE,1662493
Aug-25,95,PERFORMANCE ALLOWANCE,0
Aug-25,96,RELIEVING CHARGES,1835
Aug-25,97,MOBILE ALLOWANCE,4386
Aug-25,98,INCENTIVE ALLOWANCE,1090418
Aug-25,99,UNIFORM COST,2197826
Aug-25,100,FOOD ALLOWANCE,0
Aug-25,101,ADDITIONAL ALLOWANCE,31651
Aug-25,102,VEHICLE REIMB,3046920
Aug-25,103,MOBILE REIMB,1659007
Aug-25,104,TRANSPORT ALLOWANCE,7338309
Aug-25,105,NATIONAL HOLIDAY,18397
Aug-25,106,FIXED CONVENYANCE,7000
Aug-25,107,SERVICE WEIGHTAGE,46704
Aug-25,108,VARIABLE / PERFORMANCE LINKED INCENTIVE,39831
Aug-25,109,ATTENDACE AWARD,145037
Aug-25,110,OT AMOUNT,592134
Aug-25,111,WEEKLY OFF,0
Aug-25,112,BASIC DA ARREARS,0
Aug-25,113,OTHER ARREARS,0
Aug-25,114,EXTRA OT,3120
Aug-25,115,TRAVELLING ALLOWANCE,4724722
Aug-25,116,PAID LEAVE,0
Aug-25,117,NATIONAL /FESTIVAL HOLIDAY,0
Aug-25,118,ATTENDANCE ALW,2757085
Aug-25,119,FESTIVAL HOLIDAY,0
Aug-25,120,GROSS AMT,315903331
Aug-25,121,PF,25208736
Aug-25,122,ESIC,1540847
Aug-25,123,PT,680314.5
Aug-25,124,LWF,116862
Aug-25,125,UNIFORM,0
Aug-25,126,ADVANCE,1414084
Aug-25,127,TDS,39300
Aug-25,128,EMPLOYEE WELFARE FUND,144510
Aug-25,129,OTHER DEDUCTION,1357184
Aug-25,130,FOOD DEDUCTION,1633068
Aug-25,131,MOBILE DEDUCTION,0
Aug-25,132,PROFESSIONAL FEES,0
Aug-25,133,INSURANCE DEDUCTION,11921
Aug-25,134,FINE,0
Aug-25,135,ACCOMODATION,0
Aug-25,136,INSURANCE,38274
Aug-25,137,FLEXI DED,26867
Aug-25,138,FOOD DEDUCTIONS,572469
Aug-25,139,CONVEYANCE ALL DED,20516
Aug-25,140,LAUNDRY CHARGES,0
Aug-25,141,MEAL DEDUCTION,0
Aug-25,142,REFYNE ADVANCE,0
Aug-25,143,TOTALDEDUCTION,78733795.5
Aug-25,144,NETPAYABLE,237169533
Aug-25,145,BONUS_M,2203980
Aug-25,146,LEAVE_M,3456368
Aug-25,147,OT_M,10273319
Aug-25,148,OTESIC,57226
Aug-25,149,OTNET,10216093
Aug-25,150,FHAMOUNT,395162
Aug-25,151,FHESIC,2226
Aug-25,152,FHNET,392936
Aug-25,153,PHAMOUNT,2113336
Aug-25,154,PHESIC,13407
Aug-25,155,PHNET,2099929
Aug-25,156,PF COMPANY,27270939.5
Aug-25,157,ESIC COMPANY,6646242.400000002
Aug-25,158,LWF COMPANY,232040
Aug-25,159,LEAVE_PROVISION,2768924
Aug-25,160,BONUS_PROVISION,4413783
Aug-25,161,GRATUITY_PROVISION,4042
Aug-25,162,UNIFORM_PROVISION,0
Aug-25,163,ADMIN_FUND_PROVISION,0
Aug-25,164,PAID_HOLIDAY_PROVISION,0
Aug-25,165,CTC,311304021.89999986
Aug-25,166,BANK NAME AS PER EMPLOYEE,0
Aug-25,167,BANK BRANCH NAME AS PER EMPLOYEE,0
Aug-25,168,IFS CODE AS PER EMPLOYEE,0
Aug-25,169,BANK ACCOUNT NO AS PER EMPLOYEE,8310459615491498000
Aug-25,170,BANK NAME AS PER PAYMENT,0
Aug-25,171,BANK BRANCH NAME AS PER PAYMENT,0
Aug-25,172,IFS CODE AS PER PAYMENT,0
Aug-25,173,BANK ACCOUNT NO AS PER PAYMENT,8004733138397288000
Aug-25,174,PF NO,3686233881
Aug-25,175,ESIC NO,77832819409447
Aug-25,176,UAN NO,1919101283085942
Aug-25,177,LIN NO,0
Aug-25,178,SALARY STATUS,0
Aug-25,179,REMARK,0
Aug-25,180,AADHAR CARD,11623407706585500
Aug-25,181,ESIC_WCP,33952.25
Aug-25,182,SITEDIVISIONDAYS,524879
Aug-25,183,ESI SUB CODE,0
Aug-25,184,Division,0
Aug-25,185,ADJ_WORKING_DAYS,449934.5283683012
Aug-25,186,REVISED_BASIC,200916392
Aug-25,187,REVISED_DA,9706687
